number,weibo_text,tokenized_text,opposite_sex_social_avoidance_1,opposite_sex_social_avoidance_2,opposite_sex_social_avoidance
91,这几天的新闻看的我多少有点恐男了原来我的朋友们都这么正常这么可爱,新闻/恐男/原来/朋友/正常/可爱,1,1,1
92,朋友：你现在还厌男吗？我：没有没有，我现在男的女的都恨。,朋友/还厌/没有/没有/女/恨,2,2,2
93,#鲍毓明回应性侵养女#真好，我又厌男了，，每过几天都要经历一次厌男，，真的醉了男人还能不能让我相信了,鲍毓明/回应/性侵/养女/真好/厌/每过/经历/一次/厌/醉/男人/不能/相信,3,3,3
94,哈除了对象家人我他妈直接厌男恶心不死了怎么,对象/家人/妈/直接/厌男恶/心不死,4,4,4
95,众所周知雕男都喜欢focus美女有些人嘴这么贱真的没?玩意今天也恐男了,众所周知/雕/喜欢/focus/美女/人嘴/贱/没/玩意/今天/恐,3,4,3.5
96,我对厌男抱有警惕心。然而我从有性别意识到现在为止，就算遇到可怕的事情，被莫名其妙诋毁和恶意中伤，我也不认为他们是群体的问题，这是个人问题，不当归于男人，应该归于人渣。当我在说男的都不是什么好东西的时候，我确实不这么认为，justkidding!身边不乏有温暖的男性，他们用自己的尊重为女性抵挡黑暗和伤害，他们实在不应该被那些标准框进去。人渣就是人渣，不论年龄，更不论性别。,厌/抱有/警惕心/性别/意识/遇到/可怕/事情/莫名其妙/诋毁/恶意中伤/不/认为/群体/问题/这是/个人/问题/不当/归于/男人/应该/归于/人渣/东西/确实/不/认为/justkidding/身边/不乏/温暖/男性/尊重/女性/抵挡/黑暗/伤害/实在/不/应该/标准/框/进去/人渣/人渣/年龄/更/性别,1,1,1
97,#南京女大学生被害案即将一审宣判#太可怕了太可怕了太可怕了越来越恐男了,南京/女/大学生/被害案/即将/一审/宣判/太/可怕/太/可怕/太/可怕/越来越/恐男,3,3,3
98,#被丈夫多次碾压致死女子弟弟发声#恐男再加分,丈夫/多次/碾压/致死/女子/弟弟/发声/恐男/加分,3,3,3
99,我之前分手吧还没有真的恐男这男的真的让我害怕了人怎么能完全没有心我思考了一个半月,之前/分手/没有/恐男/害怕/完全/没有/心/思考/一个半月,3,4,3.5
100,#上外通报一学生被投放异物##上外尹某某已被公安带走#恐男不是没有道理的，结婚率出生率低，离婚率高，也都不是没有道理的，每次这种事都是在教女性要怎么保护自己的，难道不应该教男性要怎么做一个正常人?控制自己的恶心思想恶心行为付诸于实践?上次烧烤店说女生不应该那么晚外面，这次呢，光天化日大白天还不允许人家正常进出学校图书馆了？,学生/投放异物/尹/公安/带走/恐男/没有/道理/结婚/率/出生率/低/离婚率/高/没有/道理/每次/这种/事/教/女性/保护/难道/不/应该/教/男性/做/正常人/控制/恶心/思想/恶心/行为/付诸于/实践/上次/女生/不/应该/晚/外面/光天化日/大白天/不/允许/正常/进出/学校/图书馆,3,3,3
101,能不能别找我啊！爱上老公之后我就开始恐男了。经不起折腾，真的[自抱][自抱],不能/别找我/爱/老公/恐男/经不起/折腾/自抱/自抱,1,1,1
102,#遭追求者砍杀女硕士家属发声#天天一恐男新闻,遭/追求者/砍杀/女硕士/家属/发声/天天/一恐/新闻,3,3,3
103,#晋江月逝水#qswlqswlqswl日常恐男，呕了心疼太太，希望所有姐妹都擦亮双眼，为这种人太不值了这种腐肉就要快刀斩乱麻，赶紧割离赚着稿费一人吃穿不愁不香吗,晋江/月/逝水/qswlqswlqswl/日常/恐男呕/心疼/太太/希望/姐妹/擦亮/双眼/这种/人太/不值/这种/腐肉/快刀斩乱麻/赶紧/割离/赚/稿费/一人/吃/穿/不愁/不香,4,4,4
104,所以我这些年越来越恐婚恐育恐男不是没有原因的我曾经也期待过跟喜欢的人结婚生子过一生，但这些年的所见所闻让我对婚姻和男人都感到害怕。,年/越来越/恐婚/恐育/恐/没有/原因/期待/喜欢/结婚/生子/一生/年/所见所闻/婚姻/男人/感到/害怕,2,5,3.5
105,想了想为什么对男性那么大成见哦原来是因为厌男,男性/大成/见/原来/是因为/厌,2,2,2
106,我为什么恐男♂，为什么恐婚恐育，看看最近的新闻就知道了,恐男/恐婚/恐育/看看/最近/新闻/知道,3,3,3
107,最近和好多一次性男生接触恐男都好了许多[龙卷风],最近/好多/一次性/男生/接触/恐男/龙卷风,1,1,1
108,我恐男越来越严重了不过我不觉得这是病，我也不打算改,我恐/越来越/严重/不/病/不/打算/改,2,2,2
109,#严惩唐山烧烤店打人事件狂徒#真的恐男，与日俱增的恐,严惩/唐山烧烤店/打人/狂徒/恐男/与日俱增/恐,3,3,3
110,感谢室友每天一个恐男小技巧…（小谢在建立三观中…因为三观崩了…）,感谢/室友/每天/恐男小/技巧/小谢/建立/三观/中/三观/崩,3,3,3
111,不是我受不了了披哥总决赛就像一坨男人的颅内高潮。。哭得稀里哗啦就是有种好哥们江湖再见只有跟你们在一起我最快乐，现在我又得回家做起我的好爸爸好丈夫嗯我为了家庭牺牲了一切没办法这就是男人的责任。。我服了你们。。厌男症再次进入危险期。。这节目里几个爹都超爱炫自己顾家，话中话感觉是家栓住了我老婆管我我从男孩变男人。。老天奶啊他们没苦硬吃你能不能下点苦,受不了/披哥/总决赛/坨/男人/颅内/高潮/哭/稀里哗啦/有种/哥们/江湖/再见/一起/快乐/回家/做起/爸爸/丈夫/家庭/牺牲/没/办法/男人/责任/厌男症/再次/进入/危险期/节目/爹/超爱炫/顾家/话/中话/家栓/住/老婆/男孩/变/男人/老天/奶/没苦/硬/吃/不能/下点/苦,5,3,4
112,今天给我们代课的体育老师太帅了我直接上一秒恐男下一秒帅哥和我谈恋爱,今天/代课/体育老师/太帅/直接/恐男下/帅哥/谈恋爱,1,1,1
113,心血来潮喷了个男香，现在感觉身边都是男人，又开始恐男了,心血来潮/喷/男香/身边/男人/恐男,1,1,1
114,#怀孕时看到男友的聊天记录#每天一个恐婚，恐男，恐育小技巧等什么时候渣男全死了再结婚吧。反正公鼠都能分娩了，男人分娩还远吗嗯哈哈！就像禁忌女孩里的渣男怀孕一样，等什么时候男性分娩实现了自个儿生去吧,怀孕/时/看到/男友/聊天记录/每天/恐婚/恐男/恐育/技巧/渣男/全死/结婚/反正/公鼠/分娩/男人/分娩/远/禁忌/女孩/渣男/怀孕/男性/分娩/实现/生去,5,5,5
115,#单亲妈妈卖房给儿子买婚房被拉黑#每天一恐男小新闻我会每天参加恐男行动,单亲/妈妈/卖房/儿子/买/婚房/拉/黑/每天/一恐/男小/新闻/我会/每天/参加/恐男/行动,3,3,3
116,最近身边发生的事情和微博的阴间新闻让我厌男额度已满甚至已经溢出来了！不守男德?儿骨折?,最近/身边/发生/事情/微博/阴间/新闻/厌/额度/已满/溢出/不守/男德儿/骨折,5,5,5
117,恐男啊，如果可以远离某些男的，我一定多积德,恐男/远离/积德,1,2,1.5
118,#前夫晒大S婚内联系具俊晔实锤#到底是哪样啊，我吃瓜看得稀里糊涂的，但是如果真的是大S说的那样，我真的会恐男#大s发声#,前夫/晒/大S/婚内/联系/具俊晔/实锤/到底/吃/瓜/看得/稀里糊涂/大S/会恐/男大/s/发声,1,2,1.5
119,我为什么恐男恐婚恐育？还不是因为有我爸这样的人,恐男/恐婚/恐育/爸,3,3,3
120,真的会恐男，真的真的，想想就脊背发凉。为什么有些男人本来挺正常的，突然间就会发疯啊，真的好怕,会恐/想想/脊背/发凉/男人/本来/挺/正常/突然/间/发疯/好怕,4,4,4
121,#男子出轨后开车撞妻子被女儿拦下#今日恐男心得:只要离男的远一点，就什么事都不会有,男子/出轨/开车/撞/妻子/女儿/拦下/今日/恐男/心得/远/一点/事/不会,3,4,3.5
122,真的恐男了今天去公共厕所外面等乌龟看见一个穿boy的壮汉走来立马钻进厕所出门应该带把刀草率了,恐男/今天/公共厕所/外面/乌龟/看见/穿/boy/壮汉/立马/钻进/厕所/出门/应该/带/刀/草率,5,5,5
123,每次在大学城附近，不管南京还是现在，看到人群就恐男,每次/大学城/附近/南京/看到/人群/恐,1,1,1
124,#女子在酒吧厕所被男子强行拖进隔间#好恶心恐男不是没理由的这能不恐吗,女子/酒吧/厕所/男子/强行/拖进/隔间/恶心/恐男/没理由/这能/不恐,4,3,3.5
125,多少女性是因为身边的男性而变得恐婚，恐男，甚至厌男的,女性/是因为/身边/男性/变得/恐婚/恐男/厌,2,2,2
126,#年轻人恐婚恐育的真正原因是什么#男的恐彩礼，女的恐男,年轻人/恐婚/恐育/真正/原因/恐/彩礼/女/恐,1,2,1.5
127,#警方回应女子被男子拖进厕所隔间#恐男也不是没有原因的,回应/女子/男子/拖进/厕所隔间/恐男/没有/原因,3,3,3
128,#将母女拖拽进屋的雨衣男已被拘留#恐男的一部分原因来自男罪犯，另外一部分来自帮男罪犯开脱的男人,拖拽/进屋/雨衣男/拘留/恐男/一部分/原因/罪犯/一部分/帮/罪犯/开脱/男人,3,3,3
129,每天一个恐男小技巧，网络世界人均高知分子，会敲键盘就是不一样,每天/恐男小/技巧/网络/世界/人均/高知/分子/敲/键盘/不,1,1,1
130,好。。刚刚在跟我妈讲我走班课的男的身上有多臭的时候我妈来了句：你越来越厌男了是吧,刚刚/妈/讲/走班课/身上/多臭/我妈来/句/越来越/厌,3,3,3
131,#严惩唐山烧烤店打人事件狂徒#所以恐婚恐男率越来越高不是没有理由的走在路上后面但凡多个声音都让人恐慌是这个时代该出现的现象吗？,严惩/唐山烧烤店/打人/狂徒/恐婚/恐男率/越来越/高/没有/理由/走/路上/后面/多个/声音/恐慌/时代/出现/现象,5,3,4
132,#结婚前发现未婚夫是亿万富翁#外国独立男性闪光时刻嗷吃干饭见死不救让女朋友卖遗物牛嗷每天一个恐男小技巧~,结婚/前/发现/未婚夫/外国/独立/男性/闪光/时刻/嗷/吃干饭/见死不救/女朋友/卖/遗物/牛嗷/每天/恐男小/技巧,1,3,2
133,每天一些恐男大眼真是个好平台，删博限转，世界就一片祥和，罪恶就不曾存在过了～记得人大文学院王贵元猥亵学生，坏人已受罚。只是失业，他赔偿受害人了吗？他道歉了吗？他的圈子会不会打击报复？但勇于反抗的学生如何了？是自愿删除的吗？还是被威严的美名在外的第三方已权势威胁恐吓了？她找到新导师了吗？她两三年时间如何弥补？谁来补偿她？她可以好好毕业吗？还记得徐州丰县铁链女，她的铁链解开了吗？24年了那个些个自称她丈夫儿女的人，有把她当成一个人了吗？舆论凶凶，一两天而已，漫长前因得到赔偿了吗？后路漫漫，大概也不会记得～,每天/恐男/大眼/真是/平台/删博限转/世界/一片/祥和/罪恶/不曾/存在/记得/人大/文学院/王贵元/猥亵/学生/坏人/受罚/失业/赔偿/受害人/道歉/圈子/不会/打击报复/勇于/反抗/学生/自愿/删除/威严/美名/在外/第三方/权势/威胁/恐吓/找到/新/导师/两三年/时间/弥补/补偿/好好/毕业/记得/徐州/丰县/铁链/女/铁链/解开/24/年/些个/自称/丈夫/儿女/当成/舆论/凶凶/一两天/漫长/前因/得到/赔偿/后路/漫漫/大概/不会/记得,1,2,1.5
134,#温岭公安通报时代广场持刀伤人事件#死刑谢谢，不死刑只会让越来越多的女性恐男恐婚，结婚率只降不升是有原因的,温岭/公安/时代广场/持刀/伤人/死刑/不/死刑/只会/越来越/女性/恐男/恐婚/结婚/率/降/不升/原因,3,3,3
135,真的会恐男，特别是看到这么多事情，受害者还都是女性，小的大的，无语了，毁灭吧。,会恐/特别/看到/事情/受害者/女性/无语/毁灭,5,4,4.5
136,#警方通报一女子在公厕被人殴打#栓q每日恐男,女子/公厕/殴打/栓/q/每日/恐男,3,3,3
137,#遭追求者砍杀女硕士家属发声#每日一个恐男小妙招,遭/追求者/砍杀/女硕士/家属/发声/每日/恐男小妙/招,3,3,3
138,每次刷zh和db都会更恐男＋恐婚。不要小孩是绝对没商量的了，但本来愿意结婚的意愿也有点动摇，反正不结婚也能谈恋爱为什么要结婚呢……,每次/刷/zh/db/更/恐/恐婚/不要/小孩/绝对/没商量/本来/愿意/结婚/意愿/动摇/反正/不/结婚/谈恋爱/结婚,3,4,3.5
139,全世界最恐男的漂亮女孩邓小慈，全世界最娇气最毒舌的笨蛋小妹邓小慈，全世界最招人疼让我爱不释手的美女老婆邓小慈,全世界/最恐/漂亮女孩/邓小慈/全世界/娇气/最毒/舌/笨蛋/小妹/邓小慈/全世界/招人/疼/爱不释手/美女/老婆/邓小慈,1,1,1
140,我：superstraight喜欢好多男的一天换一个但我还是不想恋爱不想和男的有瓜葛每天一个恐男恶心故事,superstraight/喜欢/好多/换/不想/恋爱/不想/瓜葛/每天/恐男/恶心/故事,4,3,3.5
141,#母女被雨衣男拖进屋内发生地不在广宁#恐男,雨衣男/拖进/屋内/发生地/不在/广宁/恐男,2,3,2.5
142,#严惩唐山烧烤店打人事件狂徒#一天了人还没抓到？这是正常的办事效率？不要想着拖延等热度下去，这不是小事，这件事不解决，女性出门得永远带防身武器，甚至会让女性恐男，难平民愤,严惩/唐山烧烤店/打人/狂徒/没/抓到/这是/正常/办事效率/不要/想着/拖延/热度/下去/小事/这件/事/不/解决/女性/出门/带/防身武器/女性/恐男难/平民愤,3,3,3
143,#田甜和家暴男离婚#md真的恐男了这种男的真的太恐怖了,田甜/家暴/离婚/md/恐男/这种/太/恐怖,3,4,3.5
144,读研带给了我什么，带给了我小心翼翼和诚惶诚恐多和男的讲一句话我都怕他多想太难了互联网裸奔+现实中社死第一次真切的恐男半夜气到睡不着开始怀疑人生,读研/带给/带给/小心翼翼/诚惶诚恐/讲/一句/话/怕/太难/互联网/裸奔/现实/中社/死/第一次/真切/恐/半夜/气到/睡不着/怀疑/人生,5,4,4.5
145,#男子出轨后开车撞妻子被女儿拦下#我恐男恐婚是有理由的,男子/出轨/开车/撞/妻子/女儿/拦下/我恐/恐婚/理由,3,3,3
146,#上海金山砍人事件原因#又是恐男的一天呀～,上海/金山/砍/原因/恐,2,3,2.5
147,厌男时刻：看beastars漫画和少革动画的评论区时,厌/时刻/beastars/漫画/少革/动画/评论/区时,2,1,1.5
148,挖槽微博热搜那个视频太恶心了我操恐男了我操,挖槽/微博/热/搜/视频/太/恶心/操恐/操,3,4,3.5
149,每天听顾亦杰讲故事真的能让我的恋爱脑逐渐清醒笑死了一天一个厌男小技巧,每天/听/顾亦杰/讲故事/恋爱脑/逐渐/清醒/笑死/厌男小/技巧,1,3,2
